global_id,A1S1,A1N1,C2S2,H1_1,H4_1,I4Q1,I4Q2,I4Q3,I4Q4,I4Q5,I4Q6,I4Q7,k_means,k_means_dummy,k_means_pca,k_means_dummy_pca,Spectral,Spectral_dummy,Spectral_pca,Spectral_dummy_pca,gmm,gmm_pca,gmm_dummy,gmm_dummy_pca,agg,agg_pca,agg_dummy,agg_dummy_pca,dbscan,dbscan_pca,dbscan_dummy,dbscan_dummy_pca,meanshift,meanshift_pca,meanshift_dummy_pca
111448.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111453.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111454.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111466.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,2,0,1,2,1,1,1,0,0,-1,0,0,0,0
111468.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111470.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0,0,2,2,1,0,0,1,2,1,1,1,0,1,1,1,0,0,-1,0,0,0,0
111473.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111481.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,1,2,2,0,0,-1,0,-1,0,0,0,0
111485.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,-1,0,0,0,0
111506.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1,2,0,1,1,0,0,1,2,2,1,1,2,2,0,0,-1,0,-1,0,0,0,0
111510.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1,2,0,1,0,1,0,1,1,1,1,1,2,2,0,0,1,0,-1,0,1,0,0
111511.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0,-1,0,0,0,0
111512.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0,2,2,1,0,1,0,1,2,2,1,1,2,0,0,0,-1,0,-1,0,0,0,0
111513.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,-1,0,0,0,0
111521.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111528.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,0,1,1,1,2,1,0,0,2,0,0,-1,0,-1,0,0,0,0
111529.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111531.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,0,1,0,1,2,1,1,1,0,0,-1,0,1,0,0
111535.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111536.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0,2,2,1,1,0,0,1,2,1,2,1,2,1,0,0,-1,0,-1,0,0,0,0
111548.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111550.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,2,1,1,1,0,0,-1,0,1,0,0
111553.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0,0,2,2,1,0,0,1,2,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
111561.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2,1,1,0,0,1,0,0,0,1,0,1,2,0,0,2,1,0,-1,0,1,0,0
111567.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,0,1,1,0,1,1,-1,0,-1,0,1,0,0
111569.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111570.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,0,1,2,0,1,1,1,0,-1,0,1,0,0
111575.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,2,1,1,1,1,0,-1,0,1,0,0
111579.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111581.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1,2,0,1,0,0,0,1,1,2,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111597.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0,-1,0,0,0,0
111600.0,1.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,2,0,0,0,1,1,1,0,1,1,-1,0,-1,0,1,0,0
111603.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,2,0,0,0,1,1,1,0,1,1,-1,0,-1,0,1,0,0
111605.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111610.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0,0,2,2,1,0,0,1,2,2,1,1,1,1,1,1,-1,0,-1,0,0,0,0
111619.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,1,1,0,0,-1,0,0,0,0
111627.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111630.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0,0,2,2,1,0,0,1,2,1,1,1,0,1,1,1,0,0,-1,0,0,0,0
111635.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111640.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,0,1,2,0,1,1,-1,0,-1,0,1,0,0
111654.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,0,2,2,1,1,0,0,1,2,2,1,1,1,1,0,0,-1,0,-1,0,0,0,0
111655.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111656.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111664.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111678.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,0,2,2,0,1,0,1,2,1,1,1,2,1,1,1,-1,0,-1,0,0,0,0
111687.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0,0,2,2,1,1,0,1,2,1,1,1,2,1,1,0,-1,0,-1,0,0,0,0
111692.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,2,0,1,1,-1,0,-1,0,1,0,0
111697.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,2,2,2,1,1,0,2,2,-1,0,-1,0,1,0,0
111700.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,1,0,-1,0,1,0,0
111708.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,2,2,0,1,1,0,2,2,-1,0,-1,0,1,0,0
111710.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,1,1,1,1,2,0,0,0,0,-1,0,0,0,0
111712.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0,2,2,1,1,0,0,1,2,1,2,1,1,1,0,1,-1,0,-1,0,0,0,0
111713.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,2,0,0,0,0,-1,0,0,0,0
111747.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111748.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111749.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,2,1,1,1,2,1,1,1,-1,0,-1,0,1,0,0
111750.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0,-1,0,0,0,0
111752.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111754.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0,0,2,2,1,0,0,1,2,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
111767.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111784.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,1,1,1,2,1,0,0,2,0,0,-1,-1,-1,0,0,0,0
111789.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,-1,0,-1,0,1,0,0
111799.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1,2,0,1,1,0,0,1,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
111809.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,2,1,0,1,2,1,1,1,1,0,-1,0,1,0,0
111810.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111821.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2,2,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,-1,0,0,0,0
111824.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111830.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111837.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111839.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,2,1,0,1,-1,0,-1,0,1,0,0
111848.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2,0,1,1,0,0,1,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
111849.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111856.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2,0,1,2,0,1,1,1,2,2,2,1,1,0,2,1,-1,0,-1,0,1,0,0
111860.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,2,2,1,1,0,0,1,2,2,1,0,0,2,0,0,-1,0,-1,0,0,0,0
111874.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1,0,0,2,1,0,0,1,0,1,1,1,2,1,1,1,0,0,-1,0,0,0,0
111887.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,-1,0,-1,0,1,0,0
111890.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2,0,1,2,0,0,1,1,2,1,0,2,1,0,0,-1,0,-1,0,0,0,0
111893.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111896.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,2,1,1,1,-1,0,-1,0,1,0,0
111897.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1,2,0,1,0,1,1,1,1,2,1,1,2,1,0,0,-1,0,-1,0,1,0,0
111900.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1,2,0,1,1,0,0,1,0,1,1,1,2,2,0,1,0,0,-1,0,0,0,0
111909.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2,0,1,2,1,0,0,1,2,1,2,1,1,1,2,1,-1,0,-1,0,1,0,0
111914.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,1,0,-1,0,1,0,0
111915.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,2,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111918.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
111922.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,0,2,2,1,1,0,0,1,0,1,1,1,2,1,0,1,0,0,-1,0,0,0,0
111923.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,2,0,1,1,-1,0,-1,0,1,0,0
111927.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111929.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111931.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,2,0,1,1,-1,0,-1,0,1,0,0
111934.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0,2,0,1,1,0,0,1,1,1,1,0,2,1,0,0,0,0,-1,0,0,0,0
111940.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,2,1,1,0,2,0,0,-1,0,-1,0,0,0,0
111945.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0,0,2,2,1,0,0,1,2,1,2,1,1,1,1,1,-1,0,-1,0,0,0,0
111950.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,2,0,0,0,0,-1,0,0,0,0
111953.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,2,2,1,1,0,0,1,2,2,1,0,0,1,0,0,0,0,-1,0,0,0,0
111955.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1,2,0,1,1,0,1,1,1,2,1,0,0,2,0,0,-1,0,-1,0,0,0,0
111959.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,1,0,0,-1,0,-1,0,0,0,0
111963.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0,-1,0,0,0,0
111972.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111980.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,2,1,2,1,0,1,1,1,-1,0,-1,0,1,0,0
111983.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,1,1,0,2,2,-1,0,-1,0,1,0,0
112004.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2,0,1,2,1,1,0,0,2,2,2,1,1,0,1,1,-1,0,-1,0,1,0,0
112006.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0,0,2,2,1,0,0,1,2,2,1,1,0,1,0,1,0,0,-1,0,0,0,0
112007.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
112008.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1,2,0,1,2,0,0,1,0,1,1,1,2,2,0,0,0,0,-1,0,0,0,0
112009.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,1,1,2,1,1,1,-1,0,-1,0,1,0,0
112010.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2,2,0,1,0,0,0,1,2,1,0,1,1,2,0,1,-1,0,-1,0,1,0,0
112012.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,0,0,2,2,1,0,0,1,2,2,2,1,0,1,1,1,-1,0,-1,0,0,0,0
112014.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0,0,2,2,1,0,0,1,2,1,1,1,2,1,1,1,0,0,-1,0,0,0,0
112015.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0,0,2,2,1,0,0,1,2,1,1,1,0,1,0,1,-1,0,-1,0,0,0,0
112018.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,2,0,1,1,-1,0,-1,0,1,0,0
112026.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,-1,0,0,0,0
112027.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,2,0,1,1,-1,0,-1,0,1,0,0
112028.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,2,1,0,0,0,0,-1,0,0,0,0
112031.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0,-1,0,0,0,0
112034.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,0,1,1,0,1,1,1,0,-1,0,1,0,0
112035.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,2,1,0,0,0,0,-1,0,0,0,0
112055.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,2,1,0,0,0,0,-1,0,0,0,0
112061.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
112062.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
112063.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
112072.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
112074.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,2,0,0,0,0,-1,0,0,0,0
112080.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,-1,0,0,0,0
112082.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
112098.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2,0,1,2,0,0,1,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
112119.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
112121.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2,0,1,2,0,1,0,0,2,2,0,1,0,0,1,1,-1,0,-1,0,1,0,0
112134.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1,2,0,1,1,0,0,1,1,1,1,1,2,1,0,0,-1,0,-1,0,0,0,0
112151.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,1,2,0,0,-1,0,-1,0,0,0,0
112153.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
112155.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,-1,0,0,0,0
112163.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
112164.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,1,2,1,0,0,-1,0,-1,0,0,0,0
112165.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
112166.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
